Presidential_Candidate,Message,Created_Time,Type,Link,story,Likes_Count,Comments_Count,Shares_Count,Engagement
Nana Addo Dankwa Akufo-Addo,"""We should recall that on August 30th 2012, President Mahama stated during his acceptance speech in Sunyani that 'The NDC government for the past three and a half years has been laying the foundation for a transformational take off of the country’s development'.
""On December 5th 2012, President Mahama’s information Minister stated with regards to the economy that 'we want to invest in jobs and in people, in the economy which is part of the prevailing better Ghana agenda. We have already laid the foundation, we have taken off and we want to soar'.
""The NDC 2012 Manifesto states that 'This Manifesto is based on the achievements over the last four years, during which period we established firm foundation for delivering a program of economic recovery and sustained welfare for the people of Ghana'.
""So according to President Mahama and the NDC, they had laid a solid foundation between 2008 and 2012 and the country had taken off!
In 2016, President Mahama is again telling us that he has now laid a very solid foundation for the economy and it is ready for takeoff.
""So after apparently laying the foundation and taking off by 2012, one year later in 2013 (after taking off), President Mahama tells us he spent 2013 to lay yet another solid foundation. In 2016 he is telling us that he has yet again spent 2014-2016 to lay a solid foundation.
""How many foundations is President Mahama going to lay? How can you go back to build a foundation after you have supposedly taken off? They really must think we have very short memories or that we don’t read!
""The fact is that the worst period of economic performance since 2001 has been under President Mahama’s stewardship between 2012 and 2016.
""The truth is that the foundation was already laid by the Kufuor government. President Mahama has spent the last eight years destroying this foundation; replacing it rather with a weak foundation of straw which he desperately tries to portray it as one of concrete. A mason who inherits a good foundation and spends eight years destroying it cannot be trusted to build the house. We need a competent mason, one with integrity, credibility and vision to build the house.
""The economic situation that the John Mahama government has put us into is dire. It requires serious attention. The problems cannot be solved by personal insults, distributing cars, bus branding, or propaganda. The real issues ought to be seriously addressed."" ~ Bawumia",2016-09-09T14:56:21+0000,status,NA,NA,1518,78,132,1728
Nana Addo Dankwa Akufo-Addo,"Flag bearer of the New Patriotic Party, Nana Addo Dankwa Akufo-Addo has responded to the call of actress Mavis Yeboah known in “Cow & Chicken” TV series as Maame Gyanwaa to come to her aid.",2016-09-09T14:33:54+0000,link,http://nanaakufoaddo.org/index.php/560-nana-addo-donates-ghc5000-to-actress-who-needed-help,NA,6445,222,247,6914
Nana Addo Dankwa Akufo-Addo,"""Every project that has its cost inflated means job losses. If the building of a teacher's bungalow in Dambai can cost nearly five times more  under NDC than under NPP then it explains why NDC kills jobs. It means four more bungalows could have been built if Akufo-Addo rather than Mahama was the president. It means four times more building workers could have been employed and earned incomes from money that went instead into corrupt practices. It means four more teachers would have been employed and housed in Dambai.
 
""It means over 700,000 Ghana Cedis would have been saved if NPP were in power and that money could have been used to buy medical facilities for health facilities in Dambai and surrounding places; as feeding grants to keep secondary school students in schools and not sent home. Leadership is ultimately about choices. One leader may prefer one village one dam, another may choose one chief one car as his priority."" ~ Bawumia",2016-09-09T14:33:26+0000,status,NA,NA,1614,35,94,1743
Nana Addo Dankwa Akufo-Addo,"""Leadership is ultimately about choices. One leader may prefer one village one dam, another may choose one chief one car as his priority."" ~ Bawumia",2016-09-09T14:31:13+0000,status,NA,NA,13965,271,320,14556
Nana Addo Dankwa Akufo-Addo,The State Of the Ghanaian Economy - LIVE,2016-09-08T17:48:09+0000,video,https://www.facebook.com/nakufoaddo/videos/10154479060174836/,Nana Addo Dankwa Akufo-Addo was live.,5102,1229,1002,7333
Nana Addo Dankwa Akufo-Addo,The State Of the Ghanaian Economy - LIVE,2016-09-08T17:10:32+0000,video,https://www.facebook.com/nakufoaddo/videos/10154478948334836/,Nana Addo Dankwa Akufo-Addo was live.,3776,807,544,5127
Nana Addo Dankwa Akufo-Addo,"The 2016 presidential candidate of the New Patriotic Party, Nana Addo Dankwa Akufo-Addo, has outlined comprehensive policy measures aimed at strengthening the prospects of accelerated enterprise development in a competitive environment and stimulating the rapid growth and expansion of the Ghanaian economy, so that the all-important issue of job creation can be successfully addressed.",2016-09-08T16:30:02+0000,link,http://nanaakufoaddo.org/index.php/559-akufo-addo-outlines-policy-interventions-for-job-creation,NA,10710,347,814,11871
Nana Addo Dankwa Akufo-Addo,"The lecture by my running mate, Alhaji Dr. Mahamudu Bawumia, on ""The State of the Ghanaian Economy - A Foundation of Concrete or Straw"", will now take place at the National Theatre, Accra.

Date: Thursday, September 8, 2016. 

Time: 4pm. 

See you there!",2016-09-07T18:15:47+0000,video,https://www.facebook.com/MBawumia/videos/1102493383177003/,Nana Addo Dankwa Akufo-Addo shared Dr. Mahamudu Bawumia's video.,1829,63,2,1894
Nana Addo Dankwa Akufo-Addo,"Video: Campaigning in Nandom, on my recent tour of the Upper West Region",2016-09-07T17:39:33+0000,video,https://www.facebook.com/nakufoaddo/videos/10154475880949836/,NA,1486,35,141,1662
Nana Addo Dankwa Akufo-Addo,"Video: Paramount Chief of Tumu endorses '1-District-1-Factory, '1-Village-1-Dam' policies",2016-09-05T19:33:43+0000,video,https://www.facebook.com/nakufoaddo/videos/10154470016669836/,NA,3682,135,446,4263
Nana Addo Dankwa Akufo-Addo,"“With the promises we have heard you deliver on the campaign trail, my people and I believe those messages. We believe that you can perform and carry out those messages, particularly the 1-District-1-Factory. I endorse it wholeheartedly,” - Kuoro Richard Babini Kanton VI (Paramount Chief of the Tumu, September 2016 )",2016-09-05T11:58:31+0000,link,http://nanaakufoaddo.org/index.php/558-tumu-chief-approves-of-akufo-addo-s-1-district-1-factory-1-village-1-dam-policies,NA,4922,110,284,5316
Nana Addo Dankwa Akufo-Addo,#AriseForChange,2016-09-05T08:27:14+0000,photo,https://www.facebook.com/nakufoaddo/photos/a.499066124835.277652.7893934835/10154468562674836/?type=3,Nana Addo Dankwa Akufo-Addo with Janet Acoto and 6 others.,4239,62,87,4388
Nana Addo Dankwa Akufo-Addo,"Addressing residents of Tumu, in the Sissala East constituency",2016-09-04T21:12:20+0000,video,https://www.facebook.com/nakufoaddo/videos/10154467325404836/,Nana Addo Dankwa Akufo-Addo was live.,3363,1706,597,5666
Nana Addo Dankwa Akufo-Addo,"""Are we going to continue the disaster? Is that what we want to do? We want to get rid of the disaster, and bring in a man with new ideas and a fresh direction for our nation.” - Nana Addo Dankwa Akufo-Addo (Nandom, September 2016)",2016-09-04T15:59:03+0000,link,http://nanaakufoaddo.org/index.php/556-mahama-s-tenure-has-been-a-disaster-says-akufo-addo,NA,5500,149,200,5849
Nana Addo Dankwa Akufo-Addo,"Video: ""President Mahama is our brother, and yet we are thirsty"" (Yapei Wura Soale Alhassan)",2016-09-03T21:44:27+0000,video,https://www.facebook.com/nakufoaddo/videos/10154464322844836/,NA,2091,49,314,2454
Nana Addo Dankwa Akufo-Addo,"“When Ghanaians give you their mandate, our request to you is that you help solve this problem of unavailability of water.” - Yagbon Wura Tuntumba Bore Essa I (Overlord of Gonjaland, September 2016)",2016-09-03T15:00:00+0000,link,http://nanaakufoaddo.org/index.php/555-my-people-need-water-yagbonwura-to-akufo-addo,NA,4891,71,195,5157
Nana Addo Dankwa Akufo-Addo,"“Our opponents in the NDC say we are making a lot of promises. But I know one thing: Akufo-Addo promises today, tomorrow it is NDC policy. So, my promises are never empty promises. Our party (NPP) will continue to bring out ideas for the development and progress of the Ghanaian people. That is why all the best ideas of social development, in the last decade, have all come from the NPP.”",2016-09-03T11:00:00+0000,link,http://nanaakufoaddo.org/index.php/554-akufo-addo-promises-today-tomorrow-it-s-ndc-policy-akufo-addo,NA,4696,126,210,5032
Nana Addo Dankwa Akufo-Addo,"Video: Kpembe Wura, Babanye Ndefosu II, predicts victory for me",2016-09-02T22:12:55+0000,video,https://www.facebook.com/nakufoaddo/videos/10154461214364836/,NA,2868,132,745,3745
Nana Addo Dankwa Akufo-Addo,"“Though John Mahama comes from here, and we are surrounded by water, we are thirsty. There is no drinking water at all. In the whole of the Kusawgu Traditional Area, we have no secondary school and yet John Mahama is our brother. To say that a community of this nature has no secondary school is nothing to write home about. We cannot be sitting down boasting and claiming to have a President.” - Yapei Wura Soale Alhassan (Paramount Chief of Yapei, September 2016)",2016-09-02T19:14:45+0000,link,http://nanaakufoaddo.org/index.php/553-president-mahama-is-our-brother-and-yet-we-are-thirsty-gonja-chief-bemoans,NA,4378,202,714,5294
Nana Addo Dankwa Akufo-Addo,"“The Lord, God, is listening to what we are telling Him today. There isn’t so much talk. God has done it. I have seen it (an NPP victory) in my dreams. Shaking hands with you this evening, I have seen something you haven’t seen.”

“I predict nothing less than 53% victory for you.” - Kpembe Wura Babanye Ndefosu II (Paramount Chief of the Kpembe Traditional Area, September 2016)",2016-09-02T12:17:19+0000,link,http://nanaakufoaddo.org/index.php/552-gonja-chief-predicts-53-winning-margin-for-akufo-addo,NA,18777,668,804,20249
Nana Addo Dankwa Akufo-Addo,"""If you go around this country, to Saboba, Bunkpurugu, Yunyoo, Mumuni Camp (in Amenfi West), you will see that there’s so much poverty. Nana Akufo-Addo wants to bring in this new initiative to tackle poverty directly” - Dr. Mahamudu Bawumia (Saboba, September 2016)",2016-09-02T08:26:42+0000,link,http://newpatrioticparty.org/index.php/581-three-development-authorities-to-administer-us-275-million-ipep-fund-bawumia,NA,4039,84,143,4266
Nana Addo Dankwa Akufo-Addo,"“I was coming to make an appeal to the people of Tamale to join this chorus, but, I can see from this massive crowd that you have joined this chorus for change already.” (Tamale, September 2016)",2016-09-01T14:00:00+0000,link,http://nanaakufoaddo.org/index.php/550-tumultuous-welcome-for-akufo-addo-in-tamale,NA,8307,206,381,8894
Nana Addo Dankwa Akufo-Addo,"“I have come to appeal to you and through you to the people of Savelugu to join this chorus for change, so that, for the first time, Savelugu will elect an NPP parliamentary candidate in the form of Mohammed Abdul Sammed Gunu, and give victory in the presidential contest for me, the NPP’s presidential candidate, Nana Addo Dankwa Akufo-Addo,” - Nana Akufo-Addo  (Savelugu, September 2016)",2016-09-01T12:00:00+0000,link,http://nanaakufoaddo.org/index.php/549-try-the-npp-market-akufo-addo-to-savelugu-residents,NA,6577,142,243,6962
Nana Addo Dankwa Akufo-Addo,In Tamale (2),2016-08-31T18:02:26+0000,video,https://www.facebook.com/nakufoaddo/videos/10154454196704836/,Nana Addo Dankwa Akufo-Addo was live.,4173,1802,746,6721
